species,label_idx,filepath,group,fold
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_529_aug.jpg,Turdus merula,4
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_52_aug.jpg,Turdus merula,4
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_530_aug.jpg,Passer domesticus,3
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_531_aug.jpg,Hirundo rustica,0
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_532_aug.jpg,Delichon urbicum,4
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_533_aug.jpg,Serinus serinus,1
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_534_aug.jpg,Turdus merula,4
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_535_aug.jpg,Emberiza calandra,3
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_536_aug.jpg,Turdus merula,4
Columba livia,2,Emberiza_calandra/Emberiza_calandra_537_aug.jpg,Columba livia,2
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_538_aug.jpg,Serinus serinus,1
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_539_aug.jpg,Turdus merula,4
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_53_aug.jpg,Ciconia ciconia,1
Columba livia,2,Emberiza_calandra/Emberiza_calandra_540_aug.jpg,Columba livia,2
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_541_aug.jpg,Turdus merula,4
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_542_aug.jpg,Emberiza calandra,3
Columba livia,2,Emberiza_calandra/Emberiza_calandra_543_aug.jpg,Columba livia,2
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_544_aug.jpg,Delichon urbicum,4
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_545_aug.jpg,Sturnus unicolor,2
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_546_aug.jpg,Carduelis carduelis,0
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_547_aug.jpg,Delichon urbicum,4
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_548_aug.jpg,Delichon urbicum,4
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_549_aug.jpg,Ciconia ciconia,1
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_54_aug.jpg,Sturnus unicolor,2
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_550_aug.jpg,Streptopelia decaocto,4
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_551_aug.jpg,Ciconia ciconia,1
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_552_aug.jpg,Streptopelia decaocto,4
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_553_aug.jpg,Sturnus unicolor,2
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_554_aug.jpg,Hirundo rustica,0
Columba livia,2,Emberiza_calandra/Emberiza_calandra_555_aug.jpg,Columba livia,2
Columba livia,2,Emberiza_calandra/Emberiza_calandra_556_aug.jpg,Columba livia,2
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_557_aug.jpg,Hirundo rustica,0
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_558_aug.jpg,Hirundo rustica,0
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_559_aug.jpg,Hirundo rustica,0
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_55_aug.jpg,Sturnus unicolor,2
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_560_aug.jpg,Streptopelia decaocto,4
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_561_aug.jpg,Hirundo rustica,0
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_562_aug.jpg,Carduelis carduelis,0
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_563_aug.jpg,Streptopelia decaocto,4
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_564_aug.jpg,Turdus merula,4
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_565_aug.jpg,Emberiza calandra,3
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_566_aug.jpg,Hirundo rustica,0
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_567_aug.jpg,Turdus merula,4
Columba livia,2,Emberiza_calandra/Emberiza_calandra_568_aug.jpg,Columba livia,2
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_569_aug.jpg,Passer domesticus,3
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_56_aug.jpg,Carduelis carduelis,0
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_570_aug.jpg,Sturnus unicolor,2
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_571_aug.jpg,Streptopelia decaocto,4
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_572_aug.jpg,Carduelis carduelis,0
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_573_aug.jpg,Ciconia ciconia,1
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_574_aug.jpg,Passer domesticus,3
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_575_aug.jpg,Serinus serinus,1
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_576_aug.jpg,Turdus merula,4
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_577_aug.jpg,Passer domesticus,3
Columba livia,2,Emberiza_calandra/Emberiza_calandra_578_aug.jpg,Columba livia,2
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_579_aug.jpg,Emberiza calandra,3
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_57_aug.jpg,Emberiza calandra,3
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_580_aug.jpg,Carduelis carduelis,0
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_581_aug.jpg,Serinus serinus,1
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_582_aug.jpg,Turdus merula,4
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_583_aug.jpg,Passer domesticus,3
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_584_aug.jpg,Sturnus unicolor,2
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_585_aug.jpg,Turdus merula,4
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_586_aug.jpg,Sturnus unicolor,2
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_587_aug.jpg,Ciconia ciconia,1
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_588_aug.jpg,Sturnus unicolor,2
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_589_aug.jpg,Ciconia ciconia,1
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_58_aug.jpg,Passer domesticus,3
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_590_aug.jpg,Turdus merula,4
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_591_aug.jpg,Serinus serinus,1
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_592_aug.jpg,Passer domesticus,3
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_593_aug.jpg,Streptopelia decaocto,4
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_594_aug.jpg,Emberiza calandra,3
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_595_aug.jpg,Emberiza calandra,3
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_596_aug.jpg,Serinus serinus,1
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_597_aug.jpg,Sturnus unicolor,2
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_598_aug.jpg,Turdus merula,4
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_599_aug.jpg,Carduelis carduelis,0
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_59_aug.jpg,Delichon urbicum,4
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_5_aug.jpg,Passer domesticus,3
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_60_aug.jpg,Ciconia ciconia,1
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_61_aug.jpg,Delichon urbicum,4
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_62_aug.jpg,Passer domesticus,3
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_63_aug.jpg,Hirundo rustica,0
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_64_aug.jpg,Turdus merula,4
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_65_aug.jpg,Turdus merula,4
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_66_aug.jpg,Ciconia ciconia,1
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_67_aug.jpg,Emberiza calandra,3
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_68_aug.jpg,Carduelis carduelis,0
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_69_aug.jpg,Passer domesticus,3
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_6_aug.jpg,Ciconia ciconia,1
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_70_aug.jpg,Carduelis carduelis,0
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_71_aug.jpg,Turdus merula,4
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_72_aug.jpg,Passer domesticus,3
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_73_aug.jpg,Streptopelia decaocto,4
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_74_aug.jpg,Turdus merula,4
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_75_aug.jpg,Passer domesticus,3
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_76_aug.jpg,Carduelis carduelis,0
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_77_aug.jpg,Sturnus unicolor,2
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_78_aug.jpg,Serinus serinus,1
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_79_aug.jpg,Carduelis carduelis,0
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_7_aug.jpg,Hirundo rustica,0
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_80_aug.jpg,Turdus merula,4
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_81_aug.jpg,Emberiza calandra,3
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_82_aug.jpg,Ciconia ciconia,1
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_83_aug.jpg,Hirundo rustica,0
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_84_aug.jpg,Passer domesticus,3
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_85_aug.jpg,Hirundo rustica,0
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_86_aug.jpg,Emberiza calandra,3
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_87_aug.jpg,Turdus merula,4
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_88_aug.jpg,Streptopelia decaocto,4
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_89_aug.jpg,Sturnus unicolor,2
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_8_aug.jpg,Emberiza calandra,3
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_90_aug.jpg,Passer domesticus,3
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_91_aug.jpg,Delichon urbicum,4
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_93_aug.jpg,Sturnus unicolor,2
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_94_aug.jpg,Serinus serinus,1
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_95_aug.jpg,Delichon urbicum,4
Columba livia,2,Emberiza_calandra/Emberiza_calandra_96_aug.jpg,Columba livia,2
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_97_aug.jpg,Ciconia ciconia,1
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_98_aug.jpg,Hirundo rustica,0
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_99_aug.jpg,Emberiza calandra,3
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_9_aug.jpg,Turdus merula,4
Serinus serinus,7,Hirundo_rustica/Hirundo_rustica_0_aug.jpg,Serinus serinus,1
Serinus serinus,7,Hirundo_rustica/Hirundo_rustica_100_aug.jpg,Serinus serinus,1
Passer domesticus,6,Hirundo_rustica/Hirundo_rustica_101_aug.jpg,Passer domesticus,3
Emberiza calandra,4,Hirundo_rustica/Hirundo_rustica_102_aug.jpg,Emberiza calandra,3
Passer domesticus,6,Hirundo_rustica/Hirundo_rustica_103_aug.jpg,Passer domesticus,3
Passer domesticus,6,Hirundo_rustica/Hirundo_rustica_104_aug.jpg,Passer domesticus,3
Columba livia,2,Hirundo_rustica/Hirundo_rustica_105_aug.jpg,Columba livia,2
Streptopelia decaocto,8,Hirundo_rustica/Hirundo_rustica_106_aug.jpg,Streptopelia decaocto,4
Delichon urbicum,3,Hirundo_rustica/Hirundo_rustica_107_aug.jpg,Delichon urbicum,4
Carduelis carduelis,0,Hirundo_rustica/Hirundo_rustica_108_aug.jpg,Carduelis carduelis,0
Streptopelia decaocto,8,Hirundo_rustica/Hirundo_rustica_109_aug.jpg,Streptopelia decaocto,4
Ciconia ciconia,1,Hirundo_rustica/Hirundo_rustica_10_aug.jpg,Ciconia ciconia,1
Columba livia,2,Hirundo_rustica/Hirundo_rustica_110_aug.jpg,Columba livia,2
Delichon urbicum,3,Hirundo_rustica/Hirundo_rustica_111_aug.jpg,Delichon urbicum,4
Ciconia ciconia,1,Hirundo_rustica/Hirundo_rustica_112_aug.jpg,Ciconia ciconia,1
Turdus merula,10,Hirundo_rustica/Hirundo_rustica_113_aug.jpg,Turdus merula,4
Sturnus unicolor,9,Hirundo_rustica/Hirundo_rustica_114_aug.jpg,Sturnus unicolor,2
Emberiza calandra,4,Hirundo_rustica/Hirundo_rustica_115_aug.jpg,Emberiza calandra,3
Streptopelia decaocto,8,Hirundo_rustica/Hirundo_rustica_116_aug.jpg,Streptopelia decaocto,4
Emberiza calandra,4,Hirundo_rustica/Hirundo_rustica_117_aug.jpg,Emberiza calandra,3
Serinus serinus,7,Hirundo_rustica/Hirundo_rustica_118_aug.jpg,Serinus serinus,1
Passer domesticus,6,Hirundo_rustica/Hirundo_rustica_119_aug.jpg,Passer domesticus,3
Carduelis carduelis,0,Hirundo_rustica/Hirundo_rustica_11_aug.jpg,Carduelis carduelis,0
Columba livia,2,Hirundo_rustica/Hirundo_rustica_120_aug.jpg,Columba livia,2
Sturnus unicolor,9,Hirundo_rustica/Hirundo_rustica_121_aug.jpg,Sturnus unicolor,2
Passer domesticus,6,Hirundo_rustica/Hirundo_rustica_122_aug.jpg,Passer domesticus,3
Hirundo rustica,5,Hirundo_rustica/Hirundo_rustica_123_aug.jpg,Hirundo rustica,0
Delichon urbicum,3,Hirundo_rustica/Hirundo_rustica_124_aug.jpg,Delichon urbicum,4
Passer domesticus,6,Hirundo_rustica/Hirundo_rustica_125_aug.jpg,Passer domesticus,3
Columba livia,2,Hirundo_rustica/Hirundo_rustica_126_aug.jpg,Columba livia,2
Turdus merula,10,Hirundo_rustica/Hirundo_rustica_127_aug.jpg,Turdus merula,4
Delichon urbicum,3,Hirundo_rustica/Hirundo_rustica_128_aug.jpg,Delichon urbicum,4
Serinus serinus,7,Hirundo_rustica/Hirundo_rustica_129_aug.jpg,Serinus serinus,1
Ciconia ciconia,1,Hirundo_rustica/Hirundo_rustica_12_aug.jpg,Ciconia ciconia,1
Columba livia,2,Hirundo_rustica/Hirundo_rustica_130_aug.jpg,Columba livia,2
Ciconia ciconia,1,Hirundo_rustica/Hirundo_rustica_131_aug.jpg,Ciconia ciconia,1
Ciconia ciconia,1,Hirundo_rustica/Hirundo_rustica_132_aug.jpg,Ciconia ciconia,1
Turdus merula,10,Hirundo_rustica/Hirundo_rustica_133_aug.jpg,Turdus merula,4
Delichon urbicum,3,Hirundo_rustica/Hirundo_rustica_134_aug.jpg,Delichon urbicum,4
Columba livia,2,Hirundo_rustica/Hirundo_rustica_135_aug.jpg,Columba livia,2
Columba livia,2,Hirundo_rustica/Hirundo_rustica_136_aug.jpg,Columba livia,2
Columba livia,2,Hirundo_rustica/Hirundo_rustica_137_aug.jpg,Columba livia,2
Passer domesticus,6,Hirundo_rustica/Hirundo_rustica_138_aug.jpg,Passer domesticus,3
Ciconia ciconia,1,Hirundo_rustica/Hirundo_rustica_139_aug.jpg,Ciconia ciconia,1
Delichon urbicum,3,Hirundo_rustica/Hirundo_rustica_13_aug.jpg,Delichon urbicum,4
Columba livia,2,Hirundo_rustica/Hirundo_rustica_140_aug.jpg,Columba livia,2
Streptopelia decaocto,8,Hirundo_rustica/Hirundo_rustica_141_aug.jpg,Streptopelia decaocto,4
Passer domesticus,6,Hirundo_rustica/Hirundo_rustica_142_aug.jpg,Passer domesticus,3
Carduelis carduelis,0,Hirundo_rustica/Hirundo_rustica_143_aug.jpg,Carduelis carduelis,0
Passer domesticus,6,Hirundo_rustica/Hirundo_rustica_144_aug.jpg,Passer domesticus,3
Streptopelia decaocto,8,Hirundo_rustica/Hirundo_rustica_145_aug.jpg,Streptopelia decaocto,4
Serinus serinus,7,Hirundo_rustica/Hirundo_rustica_146_aug.jpg,Serinus serinus,1
Serinus serinus,7,Hirundo_rustica/Hirundo_rustica_147_aug.jpg,Serinus serinus,1
Emberiza calandra,4,Hirundo_rustica/Hirundo_rustica_148_aug.jpg,Emberiza calandra,3
Streptopelia decaocto,8,Hirundo_rustica/Hirundo_rustica_149_aug.jpg,Streptopelia decaocto,4
Columba livia,2,Hirundo_rustica/Hirundo_rustica_14_aug.jpg,Columba livia,2
Sturnus unicolor,9,Hirundo_rustica/Hirundo_rustica_150_aug.jpg,Sturnus unicolor,2
Sturnus unicolor,9,Hirundo_rustica/Hirundo_rustica_151_aug.jpg,Sturnus unicolor,2
Sturnus unicolor,9,Hirundo_rustica/Hirundo_rustica_152_aug.jpg,Sturnus unicolor,2
Carduelis carduelis,0,Hirundo_rustica/Hirundo_rustica_153_aug.jpg,Carduelis carduelis,0
Streptopelia decaocto,8,Hirundo_rustica/Hirundo_rustica_154_aug.jpg,Streptopelia decaocto,4
Serinus serinus,7,Hirundo_rustica/Hirundo_rustica_155_aug.jpg,Serinus serinus,1
Passer domesticus,6,Hirundo_rustica/Hirundo_rustica_156_aug.jpg,Passer domesticus,3
Delichon urbicum,3,Hirundo_rustica/Hirundo_rustica_157_aug.jpg,Delichon urbicum,4
Delichon urbicum,3,Hirundo_rustica/Hirundo_rustica_158_aug.jpg,Delichon urbicum,4
Columba livia,2,Hirundo_rustica/Hirundo_rustica_159_aug.jpg,Columba livia,2
Sturnus unicolor,9,Hirundo_rustica/Hirundo_rustica_15_aug.jpg,Sturnus unicolor,2
Streptopelia decaocto,8,Hirundo_rustica/Hirundo_rustica_160_aug.jpg,Streptopelia decaocto,4
Passer domesticus,6,Hirundo_rustica/Hirundo_rustica_161_aug.jpg,Passer domesticus,3
Emberiza calandra,4,Hirundo_rustica/Hirundo_rustica_162_aug.jpg,Emberiza calandra,3
Hirundo rustica,5,Hirundo_rustica/Hirundo_rustica_163_aug.jpg,Hirundo rustica,0
Streptopelia decaocto,8,Hirundo_rustica/Hirundo_rustica_164_aug.jpg,Streptopelia decaocto,4
Delichon urbicum,3,Hirundo_rustica/Hirundo_rustica_165_aug.jpg,Delichon urbicum,4
Hirundo rustica,5,Hirundo_rustica/Hirundo_rustica_166_aug.jpg,Hirundo rustica,0
Carduelis carduelis,0,Hirundo_rustica/Hirundo_rustica_167_aug.jpg,Carduelis carduelis,0
Columba livia,2,Hirundo_rustica/Hirundo_rustica_168_aug.jpg,Columba livia,2
Streptopelia decaocto,8,Hirundo_rustica/Hirundo_rustica_169_aug.jpg,Streptopelia decaocto,4
Ciconia ciconia,1,Hirundo_rustica/Hirundo_rustica_16_aug.jpg,Ciconia ciconia,1
Ciconia ciconia,1,Hirundo_rustica/Hirundo_rustica_171_aug.jpg,Ciconia ciconia,1
Carduelis carduelis,0,Hirundo_rustica/Hirundo_rustica_172_aug.jpg,Carduelis carduelis,0
Sturnus unicolor,9,Hirundo_rustica/Hirundo_rustica_173_aug.jpg,Sturnus unicolor,2
Turdus merula,10,Hirundo_rustica/Hirundo_rustica_174_aug.jpg,Turdus merula,4
Emberiza calandra,4,Hirundo_rustica/Hirundo_rustica_175_aug.jpg,Emberiza calandra,3
Turdus merula,10,Hirundo_rustica/Hirundo_rustica_176_aug.jpg,Turdus merula,4
Ciconia ciconia,1,Hirundo_rustica/Hirundo_rustica_177_aug.jpg,Ciconia ciconia,1
Serinus serinus,7,Hirundo_rustica/Hirundo_rustica_178_aug.jpg,Serinus serinus,1
Sturnus unicolor,9,Hirundo_rustica/Hirundo_rustica_179_aug.jpg,Sturnus unicolor,2
Emberiza calandra,4,Hirundo_rustica/Hirundo_rustica_17_aug.jpg,Emberiza calandra,3
Serinus serinus,7,Hirundo_rustica/Hirundo_rustica_180_aug.jpg,Serinus serinus,1
Carduelis carduelis,0,Hirundo_rustica/Hirundo_rustica_181_aug.jpg,Carduelis carduelis,0
Streptopelia decaocto,8,Hirundo_rustica/Hirundo_rustica_182_aug.jpg,Streptopelia decaocto,4
Serinus serinus,7,Hirundo_rustica/Hirundo_rustica_183_aug.jpg,Serinus serinus,1
Emberiza calandra,4,Hirundo_rustica/Hirundo_rustica_184_aug.jpg,Emberiza calandra,3
Streptopelia decaocto,8,Hirundo_rustica/Hirundo_rustica_185_aug.jpg,Streptopelia decaocto,4
Serinus serinus,7,Hirundo_rustica/Hirundo_rustica_186_aug.jpg,Serinus serinus,1
Carduelis carduelis,0,Hirundo_rustica/Hirundo_rustica_187_aug.jpg,Carduelis carduelis,0
Hirundo rustica,5,Hirundo_rustica/Hirundo_rustica_188_aug.jpg,Hirundo rustica,0
Serinus serinus,7,Hirundo_rustica/Hirundo_rustica_189_aug.jpg,Serinus serinus,1
Sturnus unicolor,9,Hirundo_rustica/Hirundo_rustica_18_aug.jpg,Sturnus unicolor,2
Carduelis carduelis,0,Hirundo_rustica/Hirundo_rustica_190_aug.jpg,Carduelis carduelis,0
Emberiza calandra,4,Hirundo_rustica/Hirundo_rustica_191_aug.jpg,Emberiza calandra,3
Emberiza calandra,4,Hirundo_rustica/Hirundo_rustica_192_aug.jpg,Emberiza calandra,3
Ciconia ciconia,1,Hirundo_rustica/Hirundo_rustica_193_aug.jpg,Ciconia ciconia,1
Turdus merula,10,Hirundo_rustica/Hirundo_rustica_194_aug.jpg,Turdus merula,4
Streptopelia decaocto,8,Hirundo_rustica/Hirundo_rustica_195_aug.jpg,Streptopelia decaocto,4
Carduelis carduelis,0,Hirundo_rustica/Hirundo_rustica_196_aug.jpg,Carduelis carduelis,0
Serinus serinus,7,Hirundo_rustica/Hirundo_rustica_197_aug.jpg,Serinus serinus,1
Streptopelia decaocto,8,Hirundo_rustica/Hirundo_rustica_198_aug.jpg,Streptopelia decaocto,4
Carduelis carduelis,0,Hirundo_rustica/Hirundo_rustica_199_aug.jpg,Carduelis carduelis,0
Carduelis carduelis,0,Hirundo_rustica/Hirundo_rustica_19_aug.jpg,Carduelis carduelis,0
Turdus merula,10,Hirundo_rustica/Hirundo_rustica_1_aug.jpg,Turdus merula,4
Carduelis carduelis,0,Hirundo_rustica/Hirundo_rustica_200_aug.jpg,Carduelis carduelis,0
Turdus merula,10,Hirundo_rustica/Hirundo_rustica_201_aug.jpg,Turdus merula,4
Hirundo rustica,5,Hirundo_rustica/Hirundo_rustica_202_aug.jpg,Hirundo rustica,0
Sturnus unicolor,9,Hirundo_rustica/Hirundo_rustica_203_aug.jpg,Sturnus unicolor,2
Hirundo rustica,5,Hirundo_rustica/Hirundo_rustica_204_aug.jpg,Hirundo rustica,0
Carduelis carduelis,0,Hirundo_rustica/Hirundo_rustica_205_aug.jpg,Carduelis carduelis,0
Serinus serinus,7,Hirundo_rustica/Hirundo_rustica_206_aug.jpg,Serinus serinus,1
Emberiza calandra,4,Hirundo_rustica/Hirundo_rustica_207_aug.jpg,Emberiza calandra,3
Streptopelia decaocto,8,Hirundo_rustica/Hirundo_rustica_208_aug.jpg,Streptopelia decaocto,4
Sturnus unicolor,9,Hirundo_rustica/Hirundo_rustica_209_aug.jpg,Sturnus unicolor,2
Delichon urbicum,3,Hirundo_rustica/Hirundo_rustica_20_aug.jpg,Delichon urbicum,4
Sturnus unicolor,9,Hirundo_rustica/Hirundo_rustica_210_aug.jpg,Sturnus unicolor,2
Delichon urbicum,3,Hirundo_rustica/Hirundo_rustica_211_aug.jpg,Delichon urbicum,4
Ciconia ciconia,1,Hirundo_rustica/Hirundo_rustica_212_aug.jpg,Ciconia ciconia,1
Ciconia ciconia,1,Hirundo_rustica/Hirundo_rustica_213_aug.jpg,Ciconia ciconia,1
Turdus merula,10,Hirundo_rustica/Hirundo_rustica_214_aug.jpg,Turdus merula,4
Sturnus unicolor,9,Hirundo_rustica/Hirundo_rustica_215_aug.jpg,Sturnus unicolor,2
Carduelis carduelis,0,Hirundo_rustica/Hirundo_rustica_216_aug.jpg,Carduelis carduelis,0
Emberiza calandra,4,Hirundo_rustica/Hirundo_rustica_217_aug.jpg,Emberiza calandra,3
Ciconia ciconia,1,Hirundo_rustica/Hirundo_rustica_218_aug.jpg,Ciconia ciconia,1
